track_id,song_id,artist_id,artist_name,song_title,genre,tfidf_raw_top1,tfidf_raw_top2,tfidf_raw_top3,tfidf_centered_top1,tfidf_centered_top2,tfidf_centered_top3,tfidf_correlation_top1,tfidf_correlation_top2,tfidf_correlation_top3,tfidf_cosine_top1,tfidf_cosine_top2,tfidf_cosine_top3
TRAECHJ12903CC36DA,SOCQQSU12AB0185BF4,ARS8GNX1187B9B5141,The Black Keys,Next Girl,blues,She Ain't Afraid,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,She Ain't Afraid,Guajira (I Love U 2 Much),What's On Your Mind,The Girl That I Marry,Cavatina,The Girl Next Door,The Girl That I Marry,Cavatina,The Girl Next Door
TRRVSIN128F9338FD5,SOSICNK12AB01876BB,ARS8GNX1187B9B5141,The Black Keys,No Fun,blues,No Fun (Remasterd LP Version),Girls Just Want To Have Fun,By The Way,No Fun (Remasterd LP Version),Girls Just Want To Have Fun,Time Out For Fun,No Fun (Remasterd LP Version),Kicking And Screaming,Time Out For Fun,No Fun (Remasterd LP Version),Kicking And Screaming,Time Out For Fun
TRYMMVG128F9340B1B,SOHKBXW12AB0185660,ARS8GNX1187B9B5141,The Black Keys,Stack Shot Billy,blues,Shot Of Love,Face Down,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Shot Of Love,I Shot The Devil,Down By The River [Live At Massey Hall 1971],I Shot The Devil,Down By The River [Live At Massey Hall 1971],American Tale,I Shot The Devil,Down By The River [Live At Massey Hall 1971],Shot Of Love
TRKSEEY12903CCD312,SOTEPSZ12AB018C99D,ARS8GNX1187B9B5141,The Black Keys,Ten Cent Pistol,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),She Ain't Afraid,Interlude 5,She Ain't Afraid,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Queen Of Hollywood ( LP Version ),Cyclops,Right About Now,You Do The Same For Me,Right About Now,Lady Down On Love,Cyclops
TRFOGQC12903CA9D2E,SOTDIMP12AB01821E8,ARS8GNX1187B9B5141,The Black Keys,The Flame,blues,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Kissing The Flames,Kissing The Flames,Flames of Love,All The Woman (Recorded Live In London '99),Flames of Love,Kissing The Flames,Wheel Of Fortune,Flames of Love,Kissing The Flames,Wheel Of Fortune
TREVCQU12903CCD318,SOGECRB12AB018C9AB,ARS8GNX1187B9B5141,The Black Keys,These Days,blues,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Last to Know,Last to Know,Interlude 5,Man In The Mirror,Last to Know,The Howling,Death To The Dodgers Of Soap,Last to Know,The Howling,Vincent (Starry_ Starry Night) (Album Version)
TRFLJNE12903CB44F1,SOBJBEU12AF729D526,ARS8GNX1187B9B5141,The Black Keys,When The Lights Go Out,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I Mean (I Don't Mean It),I Mean (I Don't Mean It),Your Eyes,Alright,Just Don't Want To Be Lonely,Alpha Beta Parking Lot,Enemmän,Just Don't Want To Be Lonely,Force Quit,Playgrounds And City Parks
TRQNNKX12903CB44CA,SOCULJG12A8AE4714D,ARS8GNX1187B9B5141,The Black Keys,Have Love Will Travel,blues,Plumskinzz (Loose Hoe_ God & Cupid),Slam Harder,Slam,Slam Harder,Slam,Plumskinzz (Loose Hoe_ God & Cupid),I Miss You,I'm Not In The Mood (To Say No)!,Reggae On Broadway,I Miss You,I'm Not In The Mood (To Say No)!,Reggae On Broadway
TRKNKGC128F42A746A,SOUZEJD12D021B5336,AR20CFC1187B98A25D,Ray Charles,C.C. Rider,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,Overdose (Album Version),All Along The Water,Forever Young,Blinded By Love,All Along The Water,Careless Love,Coming Home (Live At Sheffield City Hall),All Along The Water,Careless Love,The Price You Pay
TRWEHQE128F935A2D6,SOKQSDH12AB0188B1A,AR20CFC1187B98A25D,Ray Charles,I Got a Woman,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Luv Me Up,Ain't No Woman (Like The One I've Got),Only Fool In Town (2002 Digital Remaster),Ain't No Woman (Like The One I've Got),Luv Me Up,Only Fool In Town (2002 Digital Remaster),Full-Time Lover,It's All Over,Only Fool In Town (2002 Digital Remaster),Full-Time Lover,It's All Over
TRPMJOK128F92F317A,SOQWJXH12AAF3B5B0F,AR20CFC1187B98A25D,Ray Charles,The Sun's Gonna Shine Again,blues,Black Dog,Keepin' It Strong,One of Us,Black Dog,I BELIEVE,Davey Jones Locker,Black Dog,I BELIEVE,When The Saints Go Marching In,Black Dog,I BELIEVE,When The Saints Go Marching In
TRGXECP12903CDDC43,SOCLEEQ12D021B23E0,AR20CFC1187B98A25D,Ray Charles,Losing Hand,blues,Interlude 5,Caught Up,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Caught Up,I Don't Wanna Lose Your Love,Higher,Caught Up,I Don't Wanna Lose Your Love,Higher,Caught Up,I Don't Wanna Lose Your Love,Higher
TREQYGT128E07859FA,SOZOJBP12A6701E425,ARV9LSS1187B98C471,Blake Shelton,Nobody But Me (Album Version),blues,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Nasty Grind,Nasty Grind,Come On Around To My House Mama,Joy,Nasty Grind,Nobody's Man,It's All Over,Nasty Grind,Nobody's Man,It's All Over
TROFEVE12903CD8AAA,SONQLUB12D02199FCD,AR66H0N1187B9AE91E,Etta James,A Sunday Kind of Love,blues,Find A Way,Sprung,She Got Kids,Sprung,Find A Way,I'm Ready,Sprung,London Boys,I'm Cool,Sprung,London Boys,I'm Cool
TRCFPJF128F428A872,SOKCCML12D021B0FC6,AR66H0N1187B9AE91E,Etta James,I Just Want To Make Love To You,blues,Interlude 5,Blue (I'm Still Here With You),Luv Me Up,Blue (I'm Still Here With You),I Just Want To Make Love To You,Give Me What I Want (LP Version),I Just Want To Make Love To You,You Got Me,Give Me What I Want (LP Version),I Just Want To Make Love To You,You Got Me,Give Me What I Want (LP Version)
TRBFTHL128C7196B42,SODJRCC12D02192374,AR66H0N1187B9AE91E,Etta James,My Dearest Darling,blues,My Darling,Hold You,Your Eyes,My Darling,Hold You,Too Beautiful,Come Back Darling,Stir It Up,My Special Prayer,Come Back Darling,Stir It Up,My Special Prayer
TRFEGGQ128E07898AA,SOMPSXS12D021B12D7,AR66H0N1187B9AE91E,Etta James,W.O.M.A.N.,blues,Take My Money,Touch Me,Man! I Feel Like A Woman!,Take My Money,Man! I Feel Like A Woman!,I'm A Woman,The Great Collapse,I'm A Woman,Kind Hearted Woman Blues (Album Version),I'm A Woman,The Great Collapse,Kind Hearted Woman Blues (Album Version)
TRDDDDX128E0793212,SOIOOIR12A58A7EBB8,ARLAUED1187B9ACEAF,Eric Clapton,Alberta,blues,Try Our Love Again,Ain't Had No Lovin',8 Mile,Try Our Love Again,Ain't Had No Lovin',Been So Long,Ain't Had No Lovin',Been So Long,Try Our Love Again,Ain't Had No Lovin',Been So Long,Try Our Love Again
TRWBAGY128F93034BF,SOXIVQT12AB0181061,ARLAUED1187B9ACEAF,Eric Clapton,Before You Accuse Me (Take A Look At Yourself),blues,Before You Accuse Me,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Before You Accuse Me,Dirty Money,Splurge,Before You Accuse Me,Up To No Good,four hearts,Before You Accuse Me,Up To No Good,If You Want A Mother
TRLWIBC128E0792E2C,SORMUAO12A6D4F9262,ARLAUED1187B9ACEAF,Eric Clapton,Early In The Morning,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),All For One (Explicit) (2006 Remastered LP Version),What's On Your Mind,Lay Lady Lay,Roni,Morning After,Allow Me One More Show,If I Needed You,Shining Moon,Allow Me One More Show,If I Needed You,Shining Moon
TRAZQIG128F146372E,SOFZYKR12A6D4F72A5,ARLAUED1187B9ACEAF,Eric Clapton,Floating Bridge,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,That's How I Beat Shaq,That's How I Beat Shaq,If I Had My Way I'd Tear This Building Down,Your Song,Stormy Monday,Down At The Landing,Since Yesterday,Stormy Monday,Since Yesterday,Down At The Landing
TRQUJCP128F4238206,SOICNJH12A81C22263,ARLAUED1187B9ACEAF,Eric Clapton,Kind Hearted Woman Blues (Album Version),blues,Kindhearted Woman Blues,Just Right,Interlude 5,Kindhearted Woman Blues,Just Right,Rock Wit U (Awww Baby),Kindhearted Woman Blues,Woman Trouble,W.O.M.A.N.,Kindhearted Woman Blues,Woman Trouble,W.O.M.A.N.
TRIDJMD128E078B984,SOWGAGY12A6701F305,ARN0YZ71187B9BA57B,Michael Bublé,That's All (Album Version),classical,Interlude 5,The Hourglass,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Straight From The Heart,Till The End Of The World,Take Me,Straight From The Heart,Love Me Warm And Tender,Even Tho',Straight From The Heart,Even Tho',Love Me Warm And Tender
TRYRCXF128F424183D,SOWXYFO12A8AE46AD3,ARGVJPK1187B9909EA,Josh Groban,America (Revised Live Version),classical,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),America,Interlude 5,America,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Death Of A Ladies' Man,America,Death Of A Ladies' Man,I Forgot,America,Death Of A Ladies' Man,I Forgot
TRDQLTF128E0787809,SODUTDM12A67020476,ARGVJPK1187B9909EA,Josh Groban,Broken Vow (Album Version),classical,Broken Vow,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Broken Vow,Last to Know,The Hourglass,Broken Vow,More Than Words,Broken Buildings,Broken Vow,More Than Words,Invisible Shield
TRUAAEQ128F423C52D,SOGDUMI12A8AE45417,ARGVJPK1187B9909EA,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,Istruzioni Per L'(Ill)uso,Sinan Capudan Pascià,Quelli Che,Istruzioni Per L'(Ill)uso,Sinan Capudan Pascià,Quelli Che,Piano (Memory),Caruso,La Canzone Dell' Impossibile,Piano (Memory),Caruso,La Canzone Dell' Impossibile
TRYGDNA128E078780C,SOWLNSE12A67020479,ARGVJPK1187B9909EA,Josh Groban,Hymne A L'Amour (Album Version),classical,Panam All Star,Yakamonéyé,Sans Rémission,Yakamonéyé,Panam All Star,Sans Rémission,L'Homme De La Situation,A Tes Côtés,Mon Ange,L'Homme De La Situation,A Tes Côtés,Mon Ange
TRDFTPP128F427550C,SOWOPHG12A8C13DB44,ARGVJPK1187B9909EA,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,Angel,Chorus Of Angels,My Sweet Jane,Angel,Chorus Of Angels,My Sweet Jane,The Crash Of Angel Wings,You're My Angel,Angel,The Crash Of Angel Wings,You're My Angel,Angel
TRRBWRX128F423C535,SOBFGZA12A8AE4542A,ARGVJPK1187B9909EA,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),classical,The Fire In Which You Burn (feat. J-Treds & The Brewin From The Juggaknots),Dream Catch Me,Closer To You,Dream Catch Me,Catch Me,Let The Chips Fall,Catch Me,Let The Chips Fall,If Only For One Night,Catch Me,Let The Chips Fall,If Only For One Night
TRJSTLV128F4241832,SOHCDYF12A58A7C604,ARGVJPK1187B9909EA,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),classical,Quelli Che,Sinan Capudan Pascià,Limiti,Quelli Che,Sinan Capudan Pascià,Limiti,Come Primavera,Il Pugile Sentimentale ( Live ),Semplicemente (Canto Per Te),Come Primavera,Il Pugile Sentimentale ( Live ),Semplicemente (Canto Per Te)
TRBRHPE128E0787803,SOJCMKN12A67020471,ARGVJPK1187B9909EA,Josh Groban,My Confession (Album Version),classical,Interlude 5,Man In The Mirror,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Blessed,Man In The Mirror,Beautiful Day,Blessed,Beautiful Day,Careful,Blessed,Beautiful Day,Careful
TRLJSTZ128F4241831,SOTEXNI12A8AE46AAE,ARGVJPK1187B9909EA,Josh Groban,Oceano (Revised Live Version),classical,Quelli Che,Limiti,Gli Insetti Del Podere,Quelli Che,Limiti,Gli Insetti Del Podere,Niente Per Scontato,Mamma,La Scala (The Ladder),Niente Per Scontato,Mamma,La Scala (The Ladder)
TRGURIJ128E078780B,SORUSFO12A67020478,ARGVJPK1187B9909EA,Josh Groban,Remember When It Rained (Album Version),classical,Remember When It Rained (Revised Live Version),Man In The Mirror,Blues For Suckers,Remember When It Rained (Revised Live Version),Man In The Mirror,Blues For Suckers,Remember When It Rained (Revised Live Version),Oh Na Na Na,Dla Niego,Remember When It Rained (Revised Live Version),Oh Na Na Na,Dla Niego
TRYKKOX128F4241839,SOEIAOV12A8AE46AC4,ARGVJPK1187B9909EA,Josh Groban,Remember When It Rained (Revised Live Version),classical,Remember When It Rained (Album Version),Man In The Mirror,Blues For Suckers,Remember When It Rained (Album Version),Man In The Mirror,Blues For Suckers,Remember When It Rained (Album Version),Oh Na Na Na,Dla Niego,Remember When It Rained (Album Version),Oh Na Na Na,Dla Niego
TRUVBEG128F92F0B48,SORJUAX12AB017CB28,ARGVJPK1187B9909EA,Josh Groban,Smile,classical,Don't Need The Sun To Shine (To Make Me Smile),My Love Remains,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Don't Need The Sun To Shine (To Make Me Smile),My Love Remains,Corner Of The Earth,My Love Remains,By The Time It Gets Dark,I Wish You Could Smile,My Love Remains,Don't Need The Sun To Shine (To Make Me Smile),By The Time It Gets Dark
TRJBNZG128EF35A1AA,SOMYGPN12A6D4F7E28,ARGVJPK1187B9909EA,Josh Groban,Solo Por Ti (Album Version),classical,Dale tiempo al rumor,Gitana,Que Voy A hacer Sin Tí,Dale tiempo al rumor,Que Voy A hacer Sin Tí,Gitana,Solo Con Un Beso,En nuestro aniversario,Que Voy A hacer Sin Tí,Solo Con Un Beso,En nuestro aniversario,Que Voy A hacer Sin Tí
TRPJAPP128EF35A1AC,SOAGVMD12A6D4F7E2A,ARGVJPK1187B9909EA,Josh Groban,Un Giorno Per Noi (Album Version),classical,L'uomo vivo (inno al gioia),Niente Per Scontato,In Fila Per Tre,L'uomo vivo (inno al gioia),Niente Per Scontato,In Fila Per Tre,Niente Per Scontato,Dentro Me,Che Gelida Manina,Niente Per Scontato,Dentro Me,Che Gelida Manina
TRUDTXB128F423C537,SOGQZMP12A8AE4542F,ARGVJPK1187B9909EA,Josh Groban,Vincent (Starry_ Starry Night) (Album Version),classical,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Expansion Team Theme,Interlude 5,Expansion Team Theme,I'll Never Set You Free,Never Ending Nights,Set It Free,Broken Buildings,Never Ending Nights,Set It Free,Broken Buildings
TRMVVDP128E0787806,SOTQRPK12A67020473,ARGVJPK1187B9909EA,Josh Groban,When You Say You Love Me (Album Version),classical,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,I'm Going On A Long Journey Never To Return,Heaven Is A Place On Earth,Move On,It's Time,Bizarre Love Triangle,Say Hello (Angello & Ingrosso Remix),Bizarre Love Triangle,It's Time,When Your Eyes Say It
TRIEQWR128E078780D,SOULFRO12A6702047A,ARGVJPK1187B9909EA,Josh Groban,You Raise Me Up (Album Version),classical,You Raise Me Up,Otha Fish,Keepin' It Strong,You Raise Me Up,Nobody,Bleed By Yourself,You Raise Me Up,Raise Your God,This Punishment,You Raise Me Up,This Punishment,Raise Your God
TRBEYYM128F1493C56,SOKMZQL12A58A76B19,ARGVJPK1187B9909EA,Josh Groban,Believe (Album Version),classical,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Close My Eyes,I Believe,Ants Of The Sky,Believe,I Believe,Stupid Girl,Where Is Your Heart At?,I Believe,Where Is Your Heart At?,Do You Believe Me Now
TRPITXR128F427FA1B,SOEEMLZ12A8C136C5C,ARH861H1187B9B799E,Johnny Cash,Away In A Manger,classical,Away In A Manger,One of Us,The Hourglass,Away In A Manger,Little Lord Obedience,Raio No Terrasu (Jesus Wept),Away In A Manger,Raio No Terrasu (Jesus Wept),Little Lord Obedience,Away In A Manger,Raio No Terrasu (Jesus Wept),Little Lord Obedience
TRGFMUJ128F423C52F,SOKABLD12D021991AC,ARGVJPK1187B9909EA,Josh Groban,Cinema Paradiso (Se) (Album Version),classical,Istruzioni Per L'(Ill)uso,Quelli Che,Gli Insetti Del Podere,Istruzioni Per L'(Ill)uso,Quelli Che,Gli Insetti Del Podere,Oggi,La Promesa,L'Attesa,Oggi,La Promesa,L'Attesa
TRGVTSO12903CABC19,SOPPSEF12AB018ADD4,ARFM3UU1187B994C88,David Crowder*Band,All Around Me,classical,Curse,Days Like These,Interlude 5,My Heart Belongs To You,Will I Get Out Of Jail,Days Like These,Rather Be Dead,Asleep,Will I Get Out Of Jail,Will I Get Out Of Jail,Asleep,My Heart Belongs To You
TRJGMSL128F4230A6C,SOWYWPP12A81C20850,ARPBTRI1187FB52457,The Game,Black Opera,classical,Overdose (Album Version),1st Booty On Duty,Ho's A Housewife,1st Booty On Duty,Ho's A Housewife,Overdose (Album Version),Ho's A Housewife,The Dayz Of Wayback,Crossing the Boundary,Ho's A Housewife,Crossing the Boundary,The Dayz Of Wayback
TRBGUUE128F1494FB6,SOGDJWU12A58A7DA10,ARJA1841187FB3A029,David Bowie,Baal's Hymn,classical,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,Mortal City,The Hourglass,The Illest Brother,Captain Anarchy,A Thing Called Love,Joy To The World,A Thing Called Love,The Illest Brother,Mortal City
TREPYPE128F92EB38C,SOBAQGA12AB017C9F2,ARNJ9LU1187B9A56A6,Il Divo,Adagio,classical,Quelli Che,Istruzioni Per L'(Ill)uso,Gli Insetti Del Podere,Quelli Che,Istruzioni Per L'(Ill)uso,Gli Insetti Del Podere,Musica,Adagio,Il meglio di te,Musica,Adagio,Il meglio di te
TRGZRPJ128F92EF7E2,SOJBCHJ12A8C140942,ARNJ9LU1187B9A56A6,Il Divo,Adeste Fideles,classical,O Holy Night,O Holy Night,Aguas De Marco,O Holy Night,Aguas De Marco,O Holy Night,O Holy Night,O Holy Night,Flow,O Holy Night,O Holy Night,Flow
TRGXTYR128F42ACF5F,SOJILSK12A8C13F427,ARNJ9LU1187B9A56A6,Il Divo,All By Myself (Solo Otra Vez),classical,Amor Mio No Te Vayas,Mienteme Otra Véz,Sin Conocerte,Amor Mio No Te Vayas,Mienteme Otra Véz,Sin Conocerte,Amor Mio No Te Vayas,Otra Vez,Sin Conocerte,Amor Mio No Te Vayas,Otra Vez,Sin Conocerte
TRVXXVG128F933AB88,SOHGPTR12AB01874F5,ARNJ9LU1187B9A56A6,Il Divo,Amazing Grace,classical,Amazing Grace,Curse,One of Us,Amazing Grace,Curse,How The Day Sounds,Amazing Grace,Peace,Playstation Blues,Amazing Grace,Peace,Playstation Blues
TRLFGML128F92EB391,SOMZKFD12AB017CA0C,ARNJ9LU1187B9A56A6,Il Divo,Angelina,classical,Cantando,Dale tiempo al rumor,Todos Quieren A Raymond,Cantando,Dale tiempo al rumor,Todos Quieren A Raymond,Cantando,Sonrisa especial,Abre tu puerta (y cruza el universo),Cantando,Sonrisa especial,Abre tu puerta (y cruza el universo)
TRVFSWI128F42ACE94,SOJZKPG12A8C13F9E0,ARNJ9LU1187B9A56A6,Il Divo,Ave Maria,classical,Istruzioni Per L'(Ill)uso,Quelli Che,Sinan Capudan Pascià,Istruzioni Per L'(Ill)uso,Quelli Che,Sinan Capudan Pascià,Come Primavera,Fili,Roma Sogna,Come Primavera,Fili,Roma Sogna
TRMKTUF128F42BC140,SOLHDOP12A8C13FB24,ARNJ9LU1187B9A56A6,Il Divo,Caruso,classical,Istruzioni Per L'(Ill)uso,Sinan Capudan Pascià,Gli Insetti Del Podere,Istruzioni Per L'(Ill)uso,Sinan Capudan Pascià,Gli Insetti Del Podere,Caruso,La Canzone Dell' Impossibile,Nessun dorma!,Caruso,La Canzone Dell' Impossibile,Nessun dorma!
TRXNYOZ128F42BC146,SOBTJJR12A8C13FB29,ARNJ9LU1187B9A56A6,Il Divo,Come Primavera,classical,Istruzioni Per L'(Ill)uso,Quelli Che,Sinan Capudan Pascià,Istruzioni Per L'(Ill)uso,Quelli Che,Limiti,Ave Maria,Passeggeri Distratti,Tristesse,Ave Maria,Passeggeri Distratti,Tristesse
TRYFLQK128F92EF7F1,SOOVZJZ12A8C1399B9,ARNJ9LU1187B9A56A6,Il Divo,Dentro Un Altro Si,classical,Gli Insetti Del Podere,Quelli Che,Limiti,Gli Insetti Del Podere,Quelli Che,Limiti,Oceano (Revised Live Version),Per combattere l'acne,L'Età Dei Figuranti,Oceano (Revised Live Version),Per combattere l'acne,L'Età Dei Figuranti
